"","shift_day","study_member_id","date","time","time_point","single_stress","tlx_1","tlx_2","tlx_3","tlx_4","tlx_5","tlx_6","tlx_7","tlx_8","tlx_9","tlx_10","tlx_11","tlx_12","tps_1","tps_2","tps_3","tps_4","tps_5","tps_6","tps_7","tps_8","tps_9","tps_10","stressors_1","stressors_2","stressors_3","stressors_4","stressors_5","stressors_6","stressors_7","stressors_8","stressors_9","stressors_10","stressors_11","stressors_12","stressors_13","code_eval_1","code_eval_2","mayo_1","mayo_2","mayo_3","mayo_4","mayo_5","mayo_6","mayo_7","mayo_8","mayo_9","mayo_10","mayo_11","mayo_12","mayo_13","mayo_14","mayo_15","mayo_16","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","trust_8","trust_9","trust_10","trust_11","trust_12","trust_13","trust_14","trust_15","trust_16","trust_17","trust_18","trust_19","trust_20","trust_21","belief_1","belief_2","belief_3","belief_4","belief_5","belief_6","belief_7","belief_8","belief_9","belief_10","belief_11","belief_12","belief_13","belief_14","belief_15","belief_16","belief_17","belief_18","mbi_1","mbi_2","shift_type","role","team","team_census","team_ppv","team_vaso","team_ecmo","team_renal","team_cardiac","red_pm_census","red_pm_ppv","red_pm_vaso","red_pm_ecmo","red_pm_renal","red_pm_cardiac","picu_census","admit_picu","transfer_picu","discharge_picu","beside_nurse_picu","tlx_individual","tlx_team","stressors_total","trust_prop_t","trust_perc_t","trust_coop_beh","trust_mon_beh","tps_transition","tps_action","tps_interpersonal","belief_process","belief_potency","mbi","mayo_total","HR_prop_missing","HR_Se","HR_AR","HR_Empath","HR_Driver","EDA_prop_missing","EDA_Se","EDA_AR","EDA_Empath","EDA_Driver"
"252","16",2805,"3/6/21",15:53:00,2,8,13,10,13,13,16,14,14,15,15,12,13,12,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1666666666667,13.5,1,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,0.0483994167071731,0.00294131314220904,0.460363837623613,0.494990201341415,0.478798663048593,0.0477050204846886,0.000101809577552481,0.83138612730026,0.833260060900852,0.838926237316409
"253","16",1573,"2/25/21",15:37:00,3,6,16,3,11,13,13,11,12,17,9,7,5,8,2,2,2,2,2,3,2,2,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1666666666667,9.66666666666667,2,NA,NA,NA,NA,2,2.25,2.66666666666667,NA,NA,NA,NA,0,1.28456088112101e-05,0.444360340437905,0.449980340908769,0.447132295152774,0,2.24913737633739e-06,0.389146702937691,0.399818885495567,0.390654519883897
"254","16",2396,"2/25/21",15:39:00,3,8,14,11,19,8,14,15,12,17,16,15,15,14,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,14.8333333333333,3,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,0,1.28456088112101e-05,0.458065251615089,0.460752520409203,0.463681788911373,0,2.24913737633739e-06,0.506876769933978,0.515901963849028,0.515679921247622
"255","16",2805,"2/25/21",18:35:00,3,7,14,15,15,19,17,8,11,14,15,17,10,13,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,1,0,0,0,0,0,1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6666666666667,13.3333333333333,6,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,0,1.28456088112101e-05,0.327073272313519,0.327867607164814,0.328136626020809,0,2.24913737633739e-06,0.395307129417759,0.409557807644705,0.398876206925571
"256","16",2961,"2/25/21",18:36:00,3,7,15,15,17,12,18,17,15,11,11,11,8,16,3,2,3,2,2,3,3,2,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6666666666667,12,5,NA,NA,NA,NA,2.66666666666667,2.5,2,NA,NA,NA,NA,0,1.28456088112101e-05,0.706621729255642,0.709763061190292,0.709412819588122,0,2.24913737633739e-06,0.726031568391678,0.727555302060692,0.747623310992903
"257","16",2805,"2/25/21",18:40:00,4,8,15,15,15,16,15,15,15,15,16,16,14,15,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,1,1,0,0,0,1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,3,3,6,6,4,5,4,4,4,4,5,4,4,4,6,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,3,2,"1","3","2",13,7,3,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1666666666667,15.1666666666667,6,6,5.66666666666667,4.5,4.33333333333333,4,4,4,7,4,2.5,NA,0.00326366224567742,0.000766664479567196,0.381036762473844,0.391478069900519,0.412624304577747,0.00284702451218666,0.000203738513457645,0.511863798196542,0.530443168954308,0.530436774856595
"258","16",1573,"2/25/21",20:17:00,4,8,14,6,15,14,15,11,20,20,16,7,16,9,2,2,2,2,2,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,2,4,5,3,3,5,3,3,5,3,3,1,2,4,4,4,4,8,8,3,6,4,2,8,9,5,4,2,4,2,3,5,5,4,2,2,2,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,3,1,17,12.5,14.6666666666667,3,3.5,3.66666666666667,4.66666666666667,4,2,2.5,2.33333333333333,5.7,3.375,2,NA,0.00326366224567742,0.000766664479567196,0.272768846183248,0.288188330292721,0.299769705486526,0.00284702451218666,0.000203738513457645,0.73850574109504,0.748799453149956,0.773419229880944
"259","16",2396,"2/25/21",20:19:00,4,10,19,15,17,12,17,15,16,13,16,15,12,17,3,3,4,3,4,3,4,4,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,5,4,6,6,5,5,2,2,5,4,7,5,6,6,3,6,5,4,8,5,6,8,5,6,6,7,6,6,3,3,4,4,4,3,4,4,6,5,"1","3","3",11,7,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8333333333333,14.8333333333333,3,5,5.5,3.83333333333333,5,3.33333333333333,3.5,2.66666666666667,6.3,3.625,5.5,NA,0.00326366224567742,0.000766664479567196,0.379099159204569,0.412978775063961,0.386914413535553,0.00284702451218666,0.000203738513457645,0.68554839782316,0.703080419798503,0.690036888112752
"260","16",2961,"2/26/21",15:42:00,4,9,18,10,19,12,18,19,15,16,7,15,13,15,2,2,3,2,1,3,3,2,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,6,6,5,4,6,2,3,4,5,2,4,2,3,4,2,4,4,4,4,4,6,8,7,9,8,7,3,3,3,4,3,4,3,4,3,7,7,"1","3","1",12,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.5,5,5,5,4.33333333333333,3.33333333333333,2.33333333333333,2.25,2,6,3.375,7,NA,0.00326366224567742,0.000766664479567196,0.427506885158359,0.448863243385919,0.442199995043293,0.00284702451218666,0.000203738513457645,0.433913512926226,0.446169259892768,0.434599408945244
"261","17",1475,"2/26/21",07:03:00,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","17",2396,"2/26/21",07:15:00,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","17",2805,"2/26/21",07:19:00,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","17",2961,"2/26/21",07:29:00,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","17",2805,"2/26/21",11:09:00,2,6,16,5,13,14,14,8,15,17,14,15,16,12,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6666666666667,14.8333333333333,0,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,0.123913496975176,0.000315011637026524,0.350762561863227,0.36260711589857,0.365472114864342,0.123827392120075,9.16338373177468e-05,0.901012838239925,0.910773315069143,0.972605812414519
"266","17",1475,"2/26/21",11:11:00,2,4,7,7,6,7,7,7,6,7,8,20,20,5,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83333333333333,11,0,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,0.123913496975176,0.000315011637026524,0.348710369295088,0.353536227798563,0.354089151285955,0.123827392120075,9.16338373177468e-05,0.796667457837891,0.840589102091185,0.805318962409225
"267","17",2961,"2/26/21",12:58:00,2,7,18,10,15,11,17,17,12,12,4,14,4,6,3,3,3,2,1,4,3,4,3,3,0,1,0,1,0,0,1,0,1,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6666666666667,8.66666666666667,4,NA,NA,NA,NA,3,2.5,3.33333333333333,NA,NA,NA,NA,0.123913496975176,0.000315011637026524,0.300366889625408,0.307585441322902,0.313652725766155,0.123827392120075,9.16338373177468e-05,0.65719029803337,0.685211785345437,0.663885900615888
"268","17",2396,"3/5/21",16:20:00,2,NA,20,15,12,11,12,10,16,14,14,15,9,6,3,3,3,3,3,4,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"M","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3333333333333,12.3333333333333,0,NA,NA,NA,NA,3,3.25,3.33333333333333,NA,NA,NA,NA,0.123913496975176,0.000315011637026524,0.44232642463935,0.456386995212438,0.446901788316022,0.123827392120075,9.16338373177468e-05,0.710326780969362,0.72695732164684,0.721720848712972
"269","17",1475,"2/26/21",15:04:00,3,4,6,3,5,18,7,5,13,11,5,20,19,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,11.8333333333333,1,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,0,0.00034055188239333,0.457381358143441,0.472955760283802,0.469815407767858,0,0.0256518701060799,0.585474549623431,0.597158456599905,0.717823079611684
"270","17",2805,"2/26/21",15:10:00,3,7,15,10,15,17,15,16,14,13,19,18,15,11,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6666666666667,15,2,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,0,0.00034055188239333,0.330668384469879,0.332232803564737,0.340301093088314,0,0.0256518701060799,0.656340219000339,0.665836226116173,0.664755961508813
"271","17",2961,"2/26/21",15:44:00,3,9,18,6,17,14,18,18,14,16,12,15,9,11,2,3,2,2,1,3,3,2,2,2,0,1,0,1,1,0,1,0,1,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1666666666667,12.8333333333333,6,NA,NA,NA,NA,2.33333333333333,2.25,2,NA,NA,NA,NA,0,0.00034055188239333,0.360907533850721,0.381763680716868,0.387705349235001,0,0.0256518701060799,0.722283614906482,0.850892564868335,0.741673783802849
"272","17",2396,"2/26/21",18:43:00,3,7,20,16,13,14,12,5,14,10,7,13,8,4,4,4,4,3,2,3,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3333333333333,9.33333333333333,0,NA,NA,NA,NA,4,3,3.33333333333333,NA,NA,NA,NA,0,0.00034055188239333,0.393295638891237,0.414379966650317,0.40351036112455,0,0.0256518701060799,0.536983042533879,0.558480467878504,0.548114890539572
"273","17",1475,"2/26/21",18:50:00,4,4,3,3,3,17,6,8,16,16,17,16,6,2,4,4,4,4,4,5,5,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,7,3,2,6,6,6,5,5,3,7,4,6,3,11,10,11,11,11,9,11,11,11,11,5,5,5,5,4,4,4,4,3,2,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,4,4,17,6.66666666666667,12.1666666666667,2,6,6,5.33333333333333,4.33333333333333,4,4.5,4.66666666666667,10.7,4.5,2.5,NA,0.0936046107909173,3.50475259361101e-07,0.238618572885303,0.241563238112061,0.246850048401352,0.093257412679675,2.69697500012834e-05,0.843149366652193,0.856443155967096,0.892737555271054
"274","17",2805,"2/26/21",20:17:00,4,7,17,11,13,16,14,14,17,17,18,18,11,15,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,6,7,1,3,7,7,7,7,2,4,5,6,6,6,3,8,6,10,9,7,9,7,7,6,4,5,5,5,4,4,4,4,3,2,"1","3","2",13,7,4,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1666666666667,16,2,7,6.5,6,6,4,4,4,7.2,4.375,2.5,NA,0.0936046107909173,3.50475259361101e-07,0.45869184733758,0.481151044856359,0.475730756361715,0.093257412679675,2.69697500012834e-05,0.502344335985555,0.56440448216097,0.514669707028852
"275","17",2396,"2/26/21",23:57:00,4,7,18,15,15,8,18,14,11,8,13,14,9,10,5,3,3,4,3,4,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,3,4,4,6,5,5,2,2,6,5,5,6,3,2,5,5,4,3,4,6,5,7,9,6,7,7,6,9,4,4,4,4,4,1,3,4,6,4,"1","3","3",11,7,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6666666666667,10.8333333333333,1,4.66666666666667,5.66666666666667,5.33333333333333,4,3.66666666666667,3.75,2.66666666666667,6.6,3.5,5,NA,0.0936046107909173,3.50475259361101e-07,0.67631178565716,0.676855271087829,0.685294957191003,0.093257412679675,2.69697500012834e-05,0.772908422826354,0.784357567058612,0.781009930529037
"276","17",2961,"2/26/21",23:58:00,4,8,18,4,10,13,16,17,11,11,7,11,9,6,2,2,3,2,1,4,3,2,2,2,0,1,0,0,1,0,1,0,1,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,6,6,2,5,5,5,2,2,5,5,3,4,2,3,5,4,4,3,4,3,4,3,7,5,8,7,7,3,4,3,3,3,4,3,4,3,7,7,"1","3","1",12,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9.16666666666667,5,4.66666666666667,5.33333333333333,4.66666666666667,3.66666666666667,2.33333333333333,2.5,2,5.1,3.375,7,NA,0.0936046107909173,3.50475259361101e-07,0.344722786558672,0.363112207046275,0.354805999148454,0.093257412679675,2.69697500012834e-05,0.877462113185567,0.882749476041799,0.899537488399533
"277","18",2858,"3/8/21",07:01:00,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","18",2535,"3/8/21",07:04:00,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","18",2325,"3/8/21",07:17:00,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","18",1573,"3/8/21",07:33:00,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
